,summary,config,name
1,"{'_runtime': 10023.098744325, '_step': 7, '_timestamp': 1746707036.6935143, '_wandb': {'runtime': 10952}, 'batch_size': 96, 'best_epoch': 4, 'best_test': 1.8402291195733207, 'best_train': 0.2612017652108556, 'best_val': 0.5419133688722338, 'epoch': 7, 'lr': 0.001, 'n_epochs': 200, 'test_loss': 1.6515944259507316, 'time': 9746.998847484589, 'train_loss': 0.2311963259819008, 'val_loss': 0.6860312514361881}","{'lr': 0.001, 'loss': 'mse', 'radius': 3, 'es_delta': 1e-07, 'mode_dnn': 'FFNet', 'mode_rnn': 'new', 'n_epochs': 200, 'batch_size': 96, 'es_patience': 15, 'decoder_mode': False, 'decoder_size': 2, 'encoder_size': 2, 'sched_factor': 3, 'decoder_depth': 2, 'encoder_depth': 2, 'x_update_mode': 'entropy', 'optimiser_mode': 'adam', 'sched_patience': 10, 'control_rnn_size': 48, 'control_rnn_depth': 1, 'linearisation_mode': 'lpv', 'discretisation_mode': 'TU'}",vdp_small_DS-sin-01
2,"{'_runtime': 9999.582355226, '_step': 7, '_timestamp': 1746707062.0954113, '_wandb': {'runtime': 10909}, 'batch_size': 96, 'best_epoch': 6, 'best_test': 0.5947388807932535, 'best_train': 0.24431250025592152, 'best_val': 0.9644514719645182, 'epoch': 7, 'lr': 0.001, 'n_epochs': 200, 'test_loss': 0.46874181429545086, 'time': 9685.12909245491, 'train_loss': 0.1701282805038823, 'val_loss': 1.2691120107968648}","{'lr': 0.001, 'loss': 'mse', 'radius': 3, 'es_delta': 1e-07, 'mode_dnn': 'FFNet', 'mode_rnn': 'new', 'n_epochs': 200, 'batch_size': 96, 'es_patience': 15, 'decoder_mode': False, 'decoder_size': 2, 'encoder_size': 2, 'sched_factor': 3, 'decoder_depth': 2, 'encoder_depth': 2, 'x_update_mode': 'entropy', 'optimiser_mode': 'adam', 'sched_patience': 10, 'control_rnn_size': 48, 'control_rnn_depth': 1, 'linearisation_mode': 'lpv', 'discretisation_mode': 'TU'}",vdp_small_DS-sin-02
