,summary,config,name
1,"{'_runtime': 131481.987311501, '_step': 56, '_timestamp': 1747209321.662161, '_wandb': {'runtime': 131481}, 'batch_size': 64, 'best_epoch': 32, 'best_test': 8.549906147850884, 'best_train': 1.955252576579896, 'best_val': 9.468091249465942, 'epoch': 56, 'lr': 3.333333333333333e-05, 'n_epochs': 200, 'test_loss': 8.798107589994158, 'time': 130551.44747424126, 'train_loss': 1.3407642416682344, 'val_loss': 10.158155571846734}","{'lr': 0.0003, 'loss': 'mse', 'radius': 1, 'es_delta': 1e-07, 'mode_dnn': 'FFNet', 'mode_rnn': 'new', 'n_epochs': 200, 'batch_size': 64, 'es_patience': 25, 'decoder_mode': False, 'decoder_size': 1, 'encoder_size': 1, 'sched_factor': 3, 'decoder_depth': 1, 'encoder_depth': 1, 'x_update_mode': 'entropy', 'optimiser_mode': 'adam', 'sched_patience': 10, 'control_rnn_size': 32, 'control_rnn_depth': 1, 'linearisation_mode': 'static', 'discretisation_mode': 'TU'}",r3d12-gaussian-static
2,"{'_runtime': 24769.036440801, '_step': 10, '_timestamp': 1747210381.451886, '_wandb': {'runtime': 24769}, 'batch_size': 64, 'best_epoch': 3, 'best_test': 15.140681119192214, 'best_train': 10.143142407437516, 'best_val': 8.760481679250324, 'epoch': 10, 'lr': 0.0003, 'n_epochs': 200, 'test_loss': 16.017277698668224, 'time': 24217.12111377716, 'train_loss': 5.9250072082866625, 'val_loss': 9.838410267754206}","{'lr': 0.0003, 'reg': 0, 'loss': 'mse', 'radius': 1, 'es_delta': 1e-07, 'mode_dnn': 'FFNet', 'mode_rnn': 'new', 'n_epochs': 200, 'batch_size': 64, 'es_patience': 25, 'decoder_mode': False, 'decoder_size': 1, 'encoder_size': 1, 'sched_factor': 3, 'decoder_depth': 1, 'encoder_depth': 1, 'x_update_mode': 'new', 'optimiser_mode': 'adam', 'sched_patience': 10, 'control_rnn_size': 32, 'control_rnn_depth': 1, 'linearisation_mode': 'static', 'discretisation_mode': 'TU'}",r3d12-x_update__new
