,summary,config,name
1,"{'_runtime': 34103.9180101, '_step': 56, '_timestamp': 1747219680.707061, '_wandb': {'runtime': 34105}, 'batch_size': 96, 'best_epoch': 41, 'best_test': 0.04171804429608442, 'best_train': 0.011768287511557222, 'best_val': 0.053908862838787694, 'epoch': 56, 'lr': 0.0001111111111111111, 'n_epochs': 200, 'test_loss': 0.039184901575070055, 'time': 33968.5839304924, 'train_loss': 0.00810125118882824, 'val_loss': 0.07257134986243077}","{'lr': 0.001, 'reg': 0, 'loss': 'mse', 'radius': 3, 'es_delta': 1e-07, 'mode_dnn': 'FFNet', 'mode_rnn': 'new', 'n_epochs': 200, 'batch_size': 96, 'es_patience': 15, 'decoder_mode': False, 'decoder_size': 2, 'encoder_size': 2, 'sched_factor': 3, 'decoder_depth': 2, 'encoder_depth': 2, 'x_update_mode': 'new', 'optimiser_mode': 'adam', 'sched_patience': 10, 'control_rnn_size': 48, 'control_rnn_depth': 1, 'linearisation_mode': 'lpv', 'discretisation_mode': 'TU'}",vdp-x_update__new
